Place Name,Total Transactions count,Total Amount,Quarter,Year,State
papum pare district,70941,188556716.3567257,1,2019,arunachal-pradesh
kurung kumey district,740,2076644.1215012982,1,2019,arunachal-pradesh
anjaw district,2116,4643030.795590812,1,2019,arunachal-pradesh
siang district,1282,2552682.037255951,1,2019,arunachal-pradesh
lower siang district,3565,6923301.927893572,1,2019,arunachal-pradesh
kra daadi district,1070,3797175.4842446605,1,2019,arunachal-pradesh
changlang district,17589,40239141.669717625,1,2019,arunachal-pradesh
pakke kessang district,545,1682922.8373646357,1,2019,arunachal-pradesh
dibang valley district,102,301591.38639926765,1,2019,arunachal-pradesh
west kameng district,34289,101333633.6760416,1,2019,arunachal-pradesh
shi yomi district,19,212989.63045272,1,2019,arunachal-pradesh
east siang district,15621,39284373.054099694,1,2019,arunachal-pradesh
upper subansiri district,3880,14105451.853243291,1,2019,arunachal-pradesh
east kameng district,2688,9107597.731491327,1,2019,arunachal-pradesh
lohit district,15896,42834776.778045304,1,2019,arunachal-pradesh
lepa rada district,1523,4054526.308789035,1,2019,arunachal-pradesh
tawang district,13102,39489779.13784294,1,2019,arunachal-pradesh
namsai district,8600,20065516.61635517,1,2019,arunachal-pradesh
lower dibang valley district,5819,13737167.747977601,2,2019,arunachal-pradesh
lower subansiri district,5579,14746949.65201063,2,2019,arunachal-pradesh
longding district,6744,23464027.89281261,2,2019,arunachal-pradesh
west siang district,8041,24549832.97718149,2,2019,arunachal-pradesh
kamle district,414,1136776.6962042823,2,2019,arunachal-pradesh
upper siang district,1079,3993676.3296563537,2,2019,arunachal-pradesh
tirap district,6868,18633793.43372325,2,2019,arunachal-pradesh
papum pare district,86433,246640891.34861863,2,2019,arunachal-pradesh
kurung kumey district,1427,4036511.9338615797,2,2019,arunachal-pradesh
anjaw district,2473,5220589.920801567,2,2019,arunachal-pradesh
siang district,1654,5373179.351887872,2,2019,arunachal-pradesh
lower siang district,3791,7075961.239041175,2,2019,arunachal-pradesh
kra daadi district,1447,4315353.218765283,2,2019,arunachal-pradesh
changlang district,18631,48891048.26477764,2,2019,arunachal-pradesh
pakke kessang district,687,1750138.0587616218,2,2019,arunachal-pradesh
dibang valley district,98,214966.6162180208,2,2019,arunachal-pradesh
west kameng district,37430,122521180.75595032,2,2019,arunachal-pradesh
shi yomi district,13,65209.39364354455,2,2019,arunachal-pradesh
east siang district,16494,46549881.23941852,2,2019,arunachal-pradesh
upper subansiri district,4827,18395806.56628409,2,2019,arunachal-pradesh
east kameng district,2309,8996397.735290494,2,2019,arunachal-pradesh
lohit district,18693,48893746.831022196,2,2019,arunachal-pradesh
lepa rada district,2108,5045595.906781289,2,2019,arunachal-pradesh
tawang district,15960,55915834.5871187,2,2019,arunachal-pradesh
namsai district,9637,22491356.65721929,2,2019,arunachal-pradesh
lower dibang valley district,8405,15177864.63915902,3,2019,arunachal-pradesh
lower subansiri district,8828,21059967.49943525,3,2019,arunachal-pradesh
longding district,10269,26620415.019238282,3,2019,arunachal-pradesh
west siang district,11889,30014806.81680297,3,2019,arunachal-pradesh
kamle district,677,968784.5134103607,3,2019,arunachal-pradesh
upper siang district,1419,3927440.4417752204,3,2019,arunachal-pradesh
tirap district,11249,21737827.19336869,3,2019,arunachal-pradesh
papum pare district,117940,301518075.7016427,3,2019,arunachal-pradesh
kurung kumey district,1579,3674797.099413435,3,2019,arunachal-pradesh
anjaw district,4230,9665384.074972186,3,2019,arunachal-pradesh
siang district,2640,6888800.898705382,3,2019,arunachal-pradesh
lower siang district,5348,9507511.569068512,3,2019,arunachal-pradesh
kra daadi district,2187,5520848.186492377,3,2019,arunachal-pradesh
changlang district,29218,58354823.443366826,3,2019,arunachal-pradesh
pakke kessang district,977,2145842.2925678995,3,2019,arunachal-pradesh
dibang valley district,202,675909.9962923382,3,2019,arunachal-pradesh
west kameng district,53939,147186019.8759076,3,2019,arunachal-pradesh
shi yomi district,27,30367.754712275342,3,2019,arunachal-pradesh
east siang district,22611,58040119.9573143,3,2019,arunachal-pradesh
upper subansiri district,7803,22099628.49449406,3,2019,arunachal-pradesh
east kameng district,3814,10631335.871797241,3,2019,arunachal-pradesh
lohit district,24505,54539458.214344315,3,2019,arunachal-pradesh
lepa rada district,2928,4930337.942058578,3,2019,arunachal-pradesh
tawang district,24097,72221026.28393415,3,2019,arunachal-pradesh
namsai district,13453,25507641.015596062,3,2019,arunachal-pradesh
lower dibang valley district,10376,21103089.24170351,4,2019,arunachal-pradesh
lower subansiri district,11806,29634357.48680521,4,2019,arunachal-pradesh
longding district,11018,29245021.39397645,4,2019,arunachal-pradesh
west siang district,14581,39460255.46641725,4,2019,arunachal-pradesh
kamle district,999,1620922.3277442688,4,2019,arunachal-pradesh
upper siang district,4165,12739585.63873403,4,2019,arunachal-pradesh
tirap district,16459,38467790.7269052,4,2019,arunachal-pradesh
papum pare district,143272,378838002.3434037,4,2019,arunachal-pradesh
kurung kumey district,1343,4526789.748638094,4,2019,arunachal-pradesh
anjaw district,5417,11887950.534618171,4,2019,arunachal-pradesh
siang district,4756,8833695.424992222,4,2019,arunachal-pradesh
lower siang district,6628,11985865.25916152,4,2019,arunachal-pradesh
kra daadi district,2830,7804936.327522229,4,2019,arunachal-pradesh
changlang district,33963,71874990.9639822,4,2019,arunachal-pradesh
pakke kessang district,1194,2287739.0120923957,4,2019,arunachal-pradesh
dibang valley district,267,1240493.0270471391,4,2019,arunachal-pradesh
west kameng district,66740,198205637.50055432,4,2019,arunachal-pradesh
shi yomi district,232,170772.72677991798,4,2019,arunachal-pradesh
east siang district,26605,72075285.44344108,4,2019,arunachal-pradesh
upper subansiri district,9285,28319761.87384963,4,2019,arunachal-pradesh
east kameng district,5646,19408662.748470772,4,2019,arunachal-pradesh
lohit district,29281,67502324.59236205,4,2019,arunachal-pradesh
lepa rada district,4245,8888753.875914622,4,2019,arunachal-pradesh
tawang district,30077,91949243.60711189,4,2019,arunachal-pradesh
namsai district,18290,32501252.235055383,4,2019,arunachal-pradesh
lower dibang valley district,14400,29552510.9414332,1,2020,arunachal-pradesh
lower subansiri district,15770,34273250.7179902,1,2020,arunachal-pradesh
longding district,13240,35267439.983279385,1,2020,arunachal-pradesh
west siang district,19728,47929440.73153875,1,2020,arunachal-pradesh
kamle district,1434,3418975.8263023924,1,2020,arunachal-pradesh
upper siang district,7055,17820679.64619372,1,2020,arunachal-pradesh
tirap district,18369,40877851.79372531,1,2020,arunachal-pradesh
papum pare district,180373,457430754.15953165,1,2020,arunachal-pradesh
kurung kumey district,2294,5942677.061635139,1,2020,arunachal-pradesh
anjaw district,5025,12808735.8587444,1,2020,arunachal-pradesh
siang district,5136,11962344.13711079,1,2020,arunachal-pradesh
lower siang district,8047,15520255.40397513,1,2020,arunachal-pradesh
kra daadi district,3407,10045462.795181291,1,2020,arunachal-pradesh
changlang district,43858,93461363.58699806,1,2020,arunachal-pradesh
pakke kessang district,2044,3425821.315796173,1,2020,arunachal-pradesh
dibang valley district,397,878784.5955219769,1,2020,arunachal-pradesh
west kameng district,75363,198712422.2374845,1,2020,arunachal-pradesh
shi yomi district,117,566189.9936512378,1,2020,arunachal-pradesh
east siang district,33743,82011539.42531273,1,2020,arunachal-pradesh
upper subansiri district,12313,33686711.81345673,1,2020,arunachal-pradesh
east kameng district,7379,20456070.89377439,1,2020,arunachal-pradesh
lohit district,36985,83701268.27182505,1,2020,arunachal-pradesh
lepa rada district,5721,11137993.767266,1,2020,arunachal-pradesh
tawang district,31865,84425193.41571434,1,2020,arunachal-pradesh
namsai district,23112,46444942.9567038,1,2020,arunachal-pradesh
lower dibang valley district,26234,42360072.526896134,2,2020,arunachal-pradesh
lower subansiri district,25703,46133123.51739678,2,2020,arunachal-pradesh
longding district,20664,54678022.50234371,2,2020,arunachal-pradesh
west siang district,32777,72790231.05472675,2,2020,arunachal-pradesh
kamle district,2397,4126243.0778709752,2,2020,arunachal-pradesh
upper siang district,10899,28048492.10512026,2,2020,arunachal-pradesh
tirap district,28830,63497030.84081016,2,2020,arunachal-pradesh
papum pare district,221728,535085907.34048563,2,2020,arunachal-pradesh
kurung kumey district,3847,11359743.45705319,2,2020,arunachal-pradesh
anjaw district,7617,18795023.53147722,2,2020,arunachal-pradesh
siang district,9827,18585670.46796793,2,2020,arunachal-pradesh
lower siang district,13321,23571085.32253689,2,2020,arunachal-pradesh
kra daadi district,5264,15730996.227462541,2,2020,arunachal-pradesh
changlang district,69279,128572447.9979738,2,2020,arunachal-pradesh
pakke kessang district,3558,4635272.064395212,2,2020,arunachal-pradesh
dibang valley district,966,2559724.8369189673,2,2020,arunachal-pradesh
west kameng district,95421,251395972.2250581,2,2020,arunachal-pradesh
shi yomi district,302,1222863.4358782358,2,2020,arunachal-pradesh
east siang district,55680,112693868.8099896,2,2020,arunachal-pradesh
upper subansiri district,18056,43140688.970285244,2,2020,arunachal-pradesh
east kameng district,11791,40506284.272980645,2,2020,arunachal-pradesh
lohit district,56541,114730675.47714491,2,2020,arunachal-pradesh
lepa rada district,8601,16064862.366431031,2,2020,arunachal-pradesh
tawang district,44499,121561732.24171808,2,2020,arunachal-pradesh
namsai district,34972,54870798.314045325,2,2020,arunachal-pradesh
lower dibang valley district,27655,63469161.32860388,3,2020,arunachal-pradesh
lower subansiri district,26596,59707234.22223007,3,2020,arunachal-pradesh
longding district,21445,63273209.984560445,3,2020,arunachal-pradesh
west siang district,34295,92449732.96070345,3,2020,arunachal-pradesh
kamle district,2618,5300885.9328534985,3,2020,arunachal-pradesh
upper siang district,12707,40210852.98915006,3,2020,arunachal-pradesh
tirap district,30046,81539831.5295825,3,2020,arunachal-pradesh
papum pare district,298350,859373863.7202579,3,2020,arunachal-pradesh
kurung kumey district,4391,13864822.73322653,3,2020,arunachal-pradesh
anjaw district,9751,31524690.46028902,3,2020,arunachal-pradesh
siang district,10489,21236201.53145476,3,2020,arunachal-pradesh
lower siang district,12456,28754627.349573273,3,2020,arunachal-pradesh
kra daadi district,5676,16181045.61263587,3,2020,arunachal-pradesh
changlang district,73842,159158438.9254108,3,2020,arunachal-pradesh
pakke kessang district,3469,6301715.335375749,3,2020,arunachal-pradesh
dibang valley district,899,3061207.2925078664,3,2020,arunachal-pradesh
west kameng district,111029,332812237.8096209,3,2020,arunachal-pradesh
shi yomi district,521,3410288.130911609,3,2020,arunachal-pradesh
east siang district,69710,176323789.9443782,3,2020,arunachal-pradesh
upper subansiri district,24387,70811197.57521853,3,2020,arunachal-pradesh
east kameng district,13421,43881134.37096395,3,2020,arunachal-pradesh
lohit district,65889,156523653.18643108,3,2020,arunachal-pradesh
lepa rada district,10150,22146313.373236038,3,2020,arunachal-pradesh
tawang district,56016,182137862.72423622,3,2020,arunachal-pradesh
namsai district,37019,76484566.53480485,3,2020,arunachal-pradesh
lower dibang valley district,33455,81929299.56817816,4,2020,arunachal-pradesh
lower subansiri district,31411,97681186.89595497,4,2020,arunachal-pradesh
longding district,26089,74890543.91561158,4,2020,arunachal-pradesh
west siang district,45207,125118193.0493962,4,2020,arunachal-pradesh
kamle district,3611,10000596.40939699,4,2020,arunachal-pradesh
upper siang district,19943,78146755.88828371,4,2020,arunachal-pradesh
tirap district,36124,104709589.66019578,4,2020,arunachal-pradesh
papum pare district,390528,1205917753.704622,4,2020,arunachal-pradesh
kurung kumey district,4581,17134470.4444281,4,2020,arunachal-pradesh
anjaw district,17228,49318880.51759694,4,2020,arunachal-pradesh
siang district,12962,32619173.238261122,4,2020,arunachal-pradesh
lower siang district,14782,33891568.64514145,4,2020,arunachal-pradesh
kra daadi district,7619,30458774.811469432,4,2020,arunachal-pradesh
changlang district,84852,204367875.072993,4,2020,arunachal-pradesh
pakke kessang district,3064,7503555.503947843,4,2020,arunachal-pradesh
dibang valley district,1705,6749773.196253154,4,2020,arunachal-pradesh
west kameng district,129575,390436113.7366377,4,2020,arunachal-pradesh
shi yomi district,1103,6627025.636333689,4,2020,arunachal-pradesh
east siang district,88632,250515095.18896663,4,2020,arunachal-pradesh
upper subansiri district,31426,109405900.7987589,4,2020,arunachal-pradesh
east kameng district,16340,64104581.338872656,4,2020,arunachal-pradesh
lohit district,80530,196997836.7993369,4,2020,arunachal-pradesh
lepa rada district,14338,39340491.723573,4,2020,arunachal-pradesh
tawang district,67262,240482254.58453602,4,2020,arunachal-pradesh
namsai district,46762,111916731.5168758,4,2020,arunachal-pradesh
lower dibang valley district,32427,90709108.52350861,1,2021,arunachal-pradesh
lower subansiri district,29916,106591162.9610342,1,2021,arunachal-pradesh
longding district,23962,75573420.97022958,1,2021,arunachal-pradesh
west siang district,42575,138700637.2916148,1,2021,arunachal-pradesh
kamle district,3092,11023767.7025591,1,2021,arunachal-pradesh
upper siang district,21312,73026286.55263102,1,2021,arunachal-pradesh
tirap district,32043,110593517.14623192,1,2021,arunachal-pradesh
papum pare district,419891,1388723426.715657,1,2021,arunachal-pradesh
kurung kumey district,4962,22483754.80073421,1,2021,arunachal-pradesh
anjaw district,12823,38844865.55268997,1,2021,arunachal-pradesh
siang district,13679,42644184.41156319,1,2021,arunachal-pradesh
lower siang district,13231,37929392.80129131,1,2021,arunachal-pradesh
kra daadi district,6393,24326518.988243874,1,2021,arunachal-pradesh
changlang district,78849,220167765.51868472,1,2021,arunachal-pradesh
pakke kessang district,3563,8146941.7919960935,1,2021,arunachal-pradesh
dibang valley district,1930,7949867.973505622,1,2021,arunachal-pradesh
west kameng district,120906,384735272.8434415,1,2021,arunachal-pradesh
shi yomi district,1251,6905518.17317189,1,2021,arunachal-pradesh
east siang district,82357,253988360.79783508,1,2021,arunachal-pradesh
upper subansiri district,28053,116973014.4875367,1,2021,arunachal-pradesh
east kameng district,16281,77915774.21328105,1,2021,arunachal-pradesh
lohit district,72380,198534806.93418798,1,2021,arunachal-pradesh
lepa rada district,15690,52794992.77695303,1,2021,arunachal-pradesh
